date,currency,type,rate
2018-04-01,USD,Black Market,171.7
2018-04-01,USD,Official,113.96
2018-04-02,USD,Official,114.0358
2018-04-03,USD,Official,114.0618
2018-04-04,USD,Official,114.1773
2018-04-05,USD,Official,114.2665
2018-04-06,USD,Official,114.3924
2018-04-09,USD,Official,114.2245
2018-04-10,USD,Official,114.0689
2018-04-11,USD,Official,113.8643
2018-04-12,USD,Official,113.901
2018-04-13,USD,Official,113.9902
2018-04-15,USD,Black Market,171.7
2018-04-15,USD,Official,114.21
2018-04-16,USD,Official,113.9325
2018-04-17,USD,Official,113.7803
2018-04-18,USD,Official,113.8905
2018-04-19,USD,Official,113.8433
2018-04-20,USD,Official,114.0479
2018-04-23,USD,Official,114.3365
2018-04-24,USD,Official,114.5673
2018-04-25,USD,Official,114.583
2018-04-26,USD,Official,114.7141
2018-04-27,USD,Black Market,171.7
2018-04-27,USD,Official,114.9817
2018-04-30,USD,Official,114.8873
2018-05-01,USD,Black Market,176.0
2018-05-01,USD,Official,115.1444
2018-05-02,USD,Official,115.2178
2018-05-03,USD,Official,115.3385
2018-05-04,USD,Official,115.4172
2018-05-07,USD,Official,115.5799
2018-05-08,USD,Official,115.6848
2018-05-09,USD,Official,115.9734
2018-05-10,USD,Official,115.8107
2018-05-11,USD,Official,115.6113
2018-05-14,USD,Official,115.412
2018-05-15,USD,Black Market,176.0
2018-05-15,USD,Official,115.6061
2018-05-16,USD,Official,115.9313
2018-05-17,USD,Official,116.031
2018-05-18,USD,Official,116.0887
2018-05-21,USD,Official,116.372
2018-05-22,USD,Official,116.0521
2018-05-23,USD,Official,116.414
2018-05-24,USD,Official,116.3616
2018-05-25,USD,Official,116.4665
2018-05-27,USD,Black Market,176.0
2018-05-27,USD,Official,117.467
2018-05-28,USD,Official,116.5505
2018-05-29,USD,Official,116.9964
2018-05-30,USD,Official,116.8915
2018-05-31,USD,Official,116.4508
2018-06-01,USD,Black Market,178.1
2018-06-01,USD,Official,116.5399
2018-06-04,USD,Official,116.5033
2018-06-05,USD,Official,116.4822
2018-06-06,USD,Official,116.3091
2018-06-07,USD,Official,116.208
2018-06-08,USD,Official,116.4233
2018-06-11,USD,Official,116.25
2018-06-12,USD,Official,116.3024
2018-06-13,USD,Official,116.5283
2018-06-14,USD,Official,116.2237
2018-06-15,USD,Black Market,178.1
2018-06-15,USD,Official,117.292
2018-06-18,USD,Official,117.3605
2018-06-19,USD,Official,117.483
2018-06-20,USD,Official,117.6148
2018-06-21,USD,Official,117.7471
2018-06-22,USD,Official,117.3308
2018-06-25,USD,Official,117.3096
2018-06-26,USD,Official,117.3843
2018-06-27,USD,Black Market,178.1
2018-06-27,USD,Official,117.4793
2018-06-28,USD,Official,117.854
2018-06-29,USD,Official,117.6749
2018-07-01,USD,Black Market,177.8
2018-07-01,USD,Official,117.479
2018-07-02,USD,Official,117.6062
2018-07-03,USD,Official,117.4848
2018-07-04,USD,Official,117.5904
2018-07-05,USD,Official,117.432
2018-07-06,USD,Official,117.4164
2018-07-09,USD,Official,117.3849
2018-07-10,USD,Official,117.4113
2018-07-11,USD,Official,117.4748
2018-07-12,USD,Official,117.697
2018-07-13,USD,Official,117.9139
2018-07-15,USD,Black Market,177.8
2018-07-15,USD,Official,117.815
2018-07-16,USD,Official,117.6599
2018-07-17,USD,Official,117.5012
2018-07-18,USD,Official,118.0253
2018-07-19,USD,Official,118.0836
2018-07-20,USD,Official,117.9618
2018-07-23,USD,Official,117.6284
2018-07-24,USD,Official,117.7448
2018-07-25,USD,Official,117.7394
2018-07-26,USD,Official,117.6072
2018-07-27,USD,Black Market,177.8
2018-07-27,USD,Official,117.9565
2018-07-30,USD,Official,117.8771
2018-07-31,USD,Official,117.7024
2018-08-01,USD,Black Market,178.6
2018-08-01,USD,Official,117.7924
2018-08-02,USD,Official,118.0465
2018-08-03,USD,Official,118.253
2018-08-06,USD,Official,118.2794
2018-08-07,USD,Official,118.2476
2018-08-08,USD,Official,118.1523
2018-08-09,USD,Official,118.2371
2018-08-10,USD,Official,118.7241
2018-08-13,USD,Official,119.0787
2018-08-14,USD,Official,118.8988
2018-08-15,USD,Black Market,178.6
2018-08-15,USD,Official,119.2639
2018-08-16,USD,Official,119.1052
2018-08-17,USD,Official,118.9411
2018-08-20,USD,Official,118.9093
2018-08-21,USD,Official,118.5441
2018-08-22,USD,Official,118.3747
2018-08-23,USD,Official,118.3535
2018-08-24,USD,Official,118.327
2018-08-27,USD,Black Market,178.6
2018-08-27,USD,Official,118.1736
2018-08-28,USD,Official,117.8613
2018-08-29,USD,Official,117.9353
2018-08-30,USD,Official,117.803
2018-08-31,USD,Official,117.8824
2018-09-01,USD,Black Market,179.0
2018-09-01,USD,Official,118.026
2018-09-03,USD,Official,118.1629
2018-09-04,USD,Official,118.3641
2018-09-05,USD,Official,118.4435
2018-09-06,USD,Official,118.0995
2018-09-07,USD,Official,118.0677
2018-09-10,USD,Official,118.3588
2018-09-11,USD,Official,118.1154
2018-09-12,USD,Official,118.2264
2018-09-13,USD,Official,118.1312
2018-09-14,USD,Official,117.7819
2018-09-15,USD,Black Market,179.0
2018-09-15,USD,Official,118.169
2018-09-17,USD,Official,118.0729
2018-09-18,USD,Official,117.9036
2018-09-19,USD,Official,117.804
2018-09-20,USD,Official,117.8093
2018-09-21,USD,Official,117.5711
2018-09-24,USD,Official,117.6664
2018-09-25,USD,Official,117.6612
2018-09-26,USD,Official,117.587
2018-09-27,USD,Black Market,179.0
2018-09-27,USD,Official,117.8358
2018-09-28,USD,Official,118.1587
2018-10-01,USD,Black Market,180.2
2018-10-01,USD,Official,118.2434
2018-10-02,USD,Official,118.4552
2018-10-03,USD,Official,118.3599
2018-10-04,USD,Official,118.6563
2018-10-05,USD,Official,118.6457
2018-10-08,USD,Official,118.6881
2018-10-09,USD,Official,118.7463
2018-10-10,USD,Official,118.6775
2018-10-11,USD,Official,118.471
2018-10-12,USD,Official,118.3069
2018-10-15,USD,Black Market,180.2
2018-10-15,USD,Official,118.3704
2018-10-16,USD,Official,118.2699
2018-10-17,USD,Official,118.3493
2018-10-18,USD,Official,118.6034
2018-10-19,USD,Official,118.8415
2018-10-22,USD,Official,118.5451
2018-10-23,USD,Official,118.7939
2018-10-24,USD,Official,118.9793
2018-10-25,USD,Official,119.0851
2018-10-26,USD,Official,119.2015
2018-10-27,USD,Black Market,180.2
2018-10-27,USD,Official,119.19
2018-10-29,USD,Official,119.0692
2018-10-30,USD,Official,119.0614
2018-10-31,USD,Official,118.9897
2018-11-01,USD,Black Market,182.9
2018-11-01,USD,Official,118.8681
2018-11-02,USD,Official,118.3849
2018-11-05,USD,Official,118.6589
2018-11-06,USD,Official,118.3935
2018-11-07,USD,Official,118.2145
2018-11-08,USD,Official,118.3303
2018-11-09,USD,Official,118.6989
2018-11-12,USD,Official,118.7884
2018-11-13,USD,Official,119.0185
2018-11-14,USD,Official,118.7586
2018-11-15,USD,Black Market,182.9
2018-11-15,USD,Official,118.3444
2018-11-16,USD,Official,118.2748
2018-11-19,USD,Official,118.0229
2018-11-20,USD,Official,118.1802
2018-11-21,USD,Official,118.5186
2018-11-22,USD,Official,118.4818
2018-11-23,USD,Official,118.4082
2018-11-26,USD,Official,118.5817
2018-11-27,USD,Black Market,182.9
2018-11-27,USD,Official,118.8134
2018-11-28,USD,Official,118.7796
2018-11-29,USD,Official,118.4115
2018-11-30,USD,Official,118.4693
2018-12-01,USD,Black Market,186.8
2018-12-01,USD,Official,118.832
2018-12-03,USD,Official,118.4957
2018-12-04,USD,Official,118.4746
2018-12-05,USD,Official,118.6955
2018-12-06,USD,Official,118.7008
2018-12-07,USD,Official,118.5377
2018-12-10,USD,Official,118.3221
2018-12-11,USD,Official,118.5535
2018-12-12,USD,Official,118.769
2018-12-13,USD,Official,118.5061
2018-12-14,USD,Official,118.7059
2018-12-15,USD,Black Market,186.8
2018-12-15,USD,Official,118.6
2018-12-17,USD,Official,118.8059
2018-12-18,USD,Official,118.6219
2018-12-19,USD,Official,118.4641
2018-12-20,USD,Official,118.4273
2018-12-21,USD,Official,118.2012
2018-12-24,USD,Official,118.5588
2018-12-25,USD,Official,118.4535
2018-12-26,USD,Official,118.5009
2018-12-27,USD,Black Market,186.8
2018-12-27,USD,Official,118.5745
2018-12-28,USD,Official,118.259
2018-12-31,USD,Official,118.2906
2019-01-01,USD,Black Market,185.6
2019-01-01,USD,Official,118.237
2019-01-02,USD,Official,118.2117
2019-01-03,USD,Official,118.6166
2019-01-04,USD,Official,118.443
2019-01-07,USD,Official,118.3326
2019-01-08,USD,Official,118.2433
2019-01-09,USD,Official,118.1644
2019-01-10,USD,Official,117.8909
2019-01-11,USD,Official,117.933
2019-01-14,USD,Official,118.0908
2019-01-15,USD,Black Market,185.6
2019-01-15,USD,Official,118.1223
2019-01-16,USD,Official,118.422
2019-01-17,USD,Official,118.4652
2019-01-18,USD,Official,118.4441
2019-01-21,USD,Official,118.4862
2019-01-22,USD,Official,118.6229
2019-01-23,USD,Official,118.5861
2019-01-24,USD,Official,118.5545
2019-01-25,USD,Official,118.707
2019-01-27,USD,Black Market,185.6
2019-01-27,USD,Official,118.61
2019-01-28,USD,Official,118.3968
2019-01-29,USD,Official,118.2601
2019-01-30,USD,Official,118.2812
2019-01-31,USD,Official,117.9972
2019-02-01,USD,Black Market,185.5
2019-02-01,USD,Official,118.197
2019-02-04,USD,Official,118.2023
2019-02-05,USD,Official,118.3074
2019-02-06,USD,Official,118.481
2019-02-07,USD,Official,118.6177
2019-02-08,USD,Official,118.7176
2019-02-11,USD,Official,118.7807
2019-02-12,USD,Official,118.9121
2019-02-13,USD,Official,118.7228
2019-02-14,USD,Official,118.8753
2019-02-15,USD,Black Market,185.5
2019-02-15,USD,Official,118.9699
2019-02-18,USD,Official,118.8279
2019-02-19,USD,Official,118.8648
2019-02-20,USD,Official,118.6281
2019-02-21,USD,Official,118.5914
2019-02-22,USD,Official,118.6597
2019-02-25,USD,Official,118.6124
2019-02-26,USD,Official,118.5177
2019-02-27,USD,Black Market,185.5
2019-02-27,USD,Official,118.4388
2019-02-28,USD,Official,118.4283
2019-03-01,USD,Black Market,190.0
2019-03-01,USD,Official,118.4757
2019-03-04,USD,Official,118.523
2019-03-05,USD,Official,118.7334
2019-03-06,USD,Official,118.7859
2019-03-07,USD,Official,118.7964
2019-03-08,USD,Official,119.7025
2019-03-11,USD,Official,119.5389
2019-03-12,USD,Official,119.4068
2019-03-13,USD,Official,119.1496
2019-03-14,USD,Official,119.0336
2019-03-15,USD,Black Market,190.0
2019-03-15,USD,Official,118.8406
2019-03-18,USD,Official,118.7353
2019-03-19,USD,Official,118.6932
2019-03-20,USD,Official,118.7143
2019-03-21,USD,Official,118.4825
2019-03-22,USD,Official,118.6246
2019-03-25,USD,Official,118.8773
2019-03-26,USD,Official,118.8562
2019-03-27,USD,Black Market,190.0
2019-03-27,USD,Official,118.9931
2019-03-28,USD,Official,119.1208
2019-03-29,USD,Official,119.3178
2019-04-01,USD,Black Market,189.6
2019-04-01,USD,Official,119.2914
2019-04-02,USD,Official,119.4126
2019-04-03,USD,Official,119.302
2019-04-04,USD,Official,119.2756
2019-04-05,USD,Official,119.3599
2019-04-08,USD,Official,119.381
2019-04-09,USD,Official,119.1701
2019-04-10,USD,Official,119.1913
2019-04-11,USD,Official,119.1175
2019-04-12,USD,Official,119.1227
2019-04-15,USD,Black Market,189.6
2019-04-15,USD,Official,119.0068
2019-04-16,USD,Official,119.0437
2019-04-17,USD,Official,118.9857
2019-04-18,USD,Official,119.2598
2019-04-19,USD,Official,119.3125
2019-04-22,USD,Official,119.3231
2019-04-23,USD,Official,119.2387
2019-04-24,USD,Official,119.4021
2019-04-25,USD,Official,119.6762
2019-04-26,USD,Official,119.7394
2019-04-27,USD,Black Market,189.6
2019-04-27,USD,Official,119.697
2019-04-29,USD,Official,119.6392
2019-04-30,USD,Official,119.5233
2019-05-01,USD,Black Market,190.0
2019-05-01,USD,Official,119.3705
2019-05-02,USD,Official,119.439
2019-05-03,USD,Official,119.5813
2019-05-06,USD,Official,119.4864
2019-05-07,USD,Official,119.3915
2019-05-08,USD,Official,119.4496
2019-05-09,USD,Official,119.4654
2019-05-10,USD,Official,119.3494
2019-05-13,USD,Official,119.2862
2019-05-14,USD,Official,119.3126
2019-05-15,USD,Black Market,190.0
2019-05-15,USD,Official,119.4181
2019-05-16,USD,Official,119.4391
2019-05-17,USD,Official,119.5656
2019-05-20,USD,Official,119.6393
2019-05-21,USD,Official,119.613
2019-05-22,USD,Official,119.6816
2019-05-23,USD,Official,119.6921
2019-05-24,USD,Official,119.5234
2019-05-27,USD,Black Market,190.0
2019-05-27,USD,Official,119.4549
2019-05-28,USD,Official,119.4971
2019-05-29,USD,Official,119.6499
2019-05-30,USD,Official,119.75
2019-05-31,USD,Official,119.7132
2019-06-01,USD,Black Market,190.1
2019-06-01,USD,Official,119.775
2019-06-03,USD,Official,119.5393
2019-06-04,USD,Official,119.2493
2019-06-05,USD,Official,119.1809
2019-06-06,USD,Official,119.3811
2019-06-07,USD,Official,119.1438
2019-06-10,USD,Official,119.0753
2019-06-11,USD,Official,118.9331
2019-06-12,USD,Official,118.9119
2019-06-13,USD,Official,119.0597
2019-06-14,USD,Official,119.1176
2019-06-15,USD,Black Market,190.1
2019-06-15,USD,Official,119.535
2019-06-17,USD,Official,119.4074
2019-06-18,USD,Official,119.4231
2019-06-19,USD,Official,119.4602
2019-06-20,USD,Official,119.0491
2019-06-21,USD,Official,118.9648
2019-06-24,USD,Official,118.6326
2019-06-25,USD,Official,118.6273
2019-06-26,USD,Official,118.7117
2019-06-27,USD,Black Market,190.1
2019-06-27,USD,Official,118.6536
2019-06-28,USD,Official,118.622
2019-07-01,USD,Black Market,177.4
2019-07-01,USD,Official,118.6906
2019-07-02,USD,Official,118.991
2019-07-03,USD,Official,119.0384
2019-07-04,USD,Official,119.0174
2019-07-05,USD,Official,119.0702
2019-07-08,USD,Official,119.2546
2019-07-09,USD,Official,119.3284
2019-07-10,USD,Official,119.3021
2019-07-11,USD,Official,119.0754
2019-07-12,USD,Official,119.0912
2019-07-15,USD,Black Market,177.4
2019-07-15,USD,Official,119.0385
2019-07-16,USD,Official,119.1123
2019-07-17,USD,Official,119.3337
2019-07-18,USD,Official,119.186
2019-07-19,USD,Official,119.0227
2019-07-22,USD,Official,119.2651
2019-07-23,USD,Official,119.3652
2019-07-24,USD,Official,119.5445
2019-07-25,USD,Official,119.5971
2019-07-26,USD,Official,119.5866
2019-07-27,USD,Black Market,177.4
2019-07-27,USD,Official,119.687
2019-07-29,USD,Official,119.6708
2019-07-30,USD,Official,119.6445
2019-07-31,USD,Official,119.576
2019-08-01,USD,Black Market,174.8
2019-08-01,USD,Official,119.9345
2019-08-02,USD,Official,119.7922
2019-08-05,USD,Official,119.6764
2019-08-06,USD,Official,119.2177
2019-08-07,USD,Official,119.3389
2019-08-08,USD,Official,119.3391
2019-08-09,USD,Official,119.439
2019-08-12,USD,Official,119.36
2019-08-13,USD,Official,119.3233
2019-08-14,USD,Official,119.5024
2019-08-15,USD,Black Market,174.8
2019-08-15,USD,Official,119.6129
2019-08-16,USD,Official,119.7605
2019-08-19,USD,Official,119.8027
2019-08-20,USD,Official,119.8764
2019-08-21,USD,Official,119.8132
2019-08-22,USD,Official,119.7868
2019-08-23,USD,Official,119.8765
2019-08-26,USD,Official,119.5499
2019-08-27,USD,Black Market,174.8
2019-08-27,USD,Official,119.7185
2019-08-28,USD,Official,119.8187
2019-08-29,USD,Official,119.866
2019-08-30,USD,Official,120.0822
2019-09-01,USD,Black Market,176.4
2019-09-01,USD,Official,120.37
2019-09-02,USD,Official,120.235
2019-09-03,USD,Official,120.4933
2019-09-04,USD,Official,120.272
2019-09-05,USD,Official,120.0348
2019-09-06,USD,Official,119.9821
2019-09-09,USD,Official,120.0506
2019-09-10,USD,Official,119.9293
2019-09-11,USD,Official,119.9556
2019-09-12,USD,Official,120.14
2019-09-13,USD,Official,119.7501
2019-09-15,USD,Black Market,176.4
2019-09-15,USD,Official,119.967
2019-09-16,USD,Official,119.8081
2019-09-17,USD,Official,120.1348
2019-09-18,USD,Official,119.9715
2019-09-19,USD,Official,119.9398
2019-09-20,USD,Official,119.9031
2019-09-23,USD,Official,120.2773
2019-09-24,USD,Official,120.1876
2019-09-25,USD,Official,120.1085
2019-09-26,USD,Official,120.3562
2019-09-27,USD,Black Market,176.4
2019-09-27,USD,Official,120.5301
2019-09-30,USD,Official,120.4405
2019-10-01,USD,Black Market,180.5
2019-10-01,USD,Official,120.6461
2019-10-02,USD,Official,120.4721
2019-10-03,USD,Official,120.3667
2019-10-04,USD,Official,120.2613
2019-10-07,USD,Official,120.2455
2019-10-08,USD,Official,120.2665
2019-10-09,USD,Official,120.2983
2019-10-10,USD,Official,120.1455
2019-10-11,USD,Official,120.1295
2019-10-14,USD,Official,120.0875
2019-10-15,USD,Black Market,180.5
2019-10-15,USD,Official,120.0029
2019-10-16,USD,Official,119.9926
2019-10-17,USD,Official,119.8082
2019-10-18,USD,Official,119.5814
2019-10-21,USD,Official,119.4233
2019-10-22,USD,Official,119.4865
2019-10-23,USD,Official,119.5602
2019-10-24,USD,Official,119.5447
2019-10-25,USD,Official,119.6236
2019-10-27,USD,Black Market,180.5
2019-10-27,USD,Official,119.694
2019-10-28,USD,Official,119.7238
2019-10-29,USD,Official,119.7501
2019-10-30,USD,Official,119.5867
2019-10-31,USD,Official,119.4445
2019-11-01,USD,Black Market,183.1
2019-11-01,USD,Official,119.455
2019-11-04,USD,Official,119.434
2019-11-05,USD,Official,119.5286
2019-11-06,USD,Official,119.7447
2019-11-07,USD,Official,119.8292
2019-11-08,USD,Official,119.908
2019-11-11,USD,Official,120.0243
2019-11-12,USD,Official,119.9768
2019-11-13,USD,Official,120.1033
2019-11-14,USD,Official,120.0979
2019-11-15,USD,Black Market,183.1
2019-11-15,USD,Official,120.0504
2019-11-18,USD,Official,119.8503
2019-11-19,USD,Official,119.8239
2019-11-20,USD,Official,119.8501
2019-11-21,USD,Official,119.8291
2019-11-22,USD,Official,119.8817
2019-11-25,USD,Official,120.0295
2019-11-26,USD,Official,120.1138
2019-11-27,USD,Black Market,183.1
2019-11-27,USD,Official,120.119
2019-11-28,USD,Official,120.1137
2019-11-29,USD,Official,120.1083
2019-12-01,USD,Black Market,182.0
2019-12-01,USD,Official,120.253
2019-12-02,USD,Official,120.0925
2019-12-03,USD,Official,119.8343
2019-12-04,USD,Official,119.7974
2019-12-05,USD,Official,119.7395
2019-12-06,USD,Official,119.6341
2019-12-09,USD,Official,119.824
2019-12-10,USD,Official,119.7923
2019-12-11,USD,Official,119.729
2019-12-12,USD,Official,119.5182
2019-12-13,USD,Official,119.3915
2019-12-15,USD,Black Market,182.0
2019-12-15,USD,Official,119.505
2019-12-16,USD,Official,119.4708
2019-12-17,USD,Official,119.476
2019-12-18,USD,Official,119.513
2019-12-19,USD,Official,119.5657
2019-12-20,USD,Official,119.6182
2019-12-23,USD,Official,119.7554
2019-12-24,USD,Official,119.7713
2019-12-25,USD,Official,119.771
2019-12-26,USD,Official,119.7237
2019-12-27,USD,Black Market,182.0
2019-12-27,USD,Official,119.5236
2019-12-30,USD,Official,119.2231
2019-12-31,USD,Official,119.1596
2020-01-01,USD,Black Market,181.1
2020-01-01,USD,Official,119.084
2020-01-02,USD,Official,119.1599
2020-01-03,USD,Official,119.3759
2020-01-06,USD,Official,119.3601
2020-01-07,USD,Official,119.2917
2020-01-08,USD,Official,119.4076
2020-01-09,USD,Official,119.5762
2020-01-10,USD,Official,119.6392
2020-01-13,USD,Official,119.5603
2020-01-14,USD,Official,119.4972
2020-01-15,USD,Black Market,181.1
2020-01-15,USD,Official,119.518
2020-01-16,USD,Official,119.4655
2020-01-17,USD,Official,119.5077
2020-01-20,USD,Official,119.6869
2020-01-21,USD,Official,119.7027
2020-01-22,USD,Official,119.7343
2020-01-23,USD,Official,119.692
2020-01-24,USD,Official,119.8556
2020-01-27,USD,Black Market,181.1
2020-01-27,USD,Official,119.9555
2020-01-28,USD,Official,120.024
2020-01-29,USD,Official,120.0768
2020-01-30,USD,Official,120.0345
2020-01-31,USD,Official,119.9661
2020-02-01,USD,Black Market,181.0
2020-02-01,USD,Official,119.645
2020-02-03,USD,Official,119.7394
2020-02-04,USD,Official,119.8922
2020-02-05,USD,Official,119.9082
2020-02-06,USD,Official,120.0716
2020-02-07,USD,Official,120.277
2020-02-10,USD,Official,120.3666
2020-02-11,USD,Official,120.5194
2020-02-12,USD,Official,120.5141
2020-02-13,USD,Official,120.6459
2020-02-14,USD,Official,120.783
2020-02-15,USD,Black Market,181.0
2020-02-15,USD,Official,120.944
2020-02-17,USD,Official,120.7936
2020-02-18,USD,Official,120.8515
2020-02-19,USD,Official,120.9885
2020-02-20,USD,Official,121.0887
2020-02-21,USD,Official,121.0571
2020-02-24,USD,Official,120.9095
2020-02-25,USD,Official,120.7883
2020-02-26,USD,Official,120.7145
2020-02-27,USD,Black Market,181.0
2020-02-27,USD,Official,120.5406
2020-02-28,USD,Official,120.0978
2020-03-01,USD,Black Market,176.0
2020-03-01,USD,Official,119.96
2020-03-02,USD,Official,119.8396
2020-03-03,USD,Official,119.6287
2020-03-04,USD,Official,119.5128
2020-03-05,USD,Official,119.634
2020-03-06,USD,Official,119.1227
2020-03-09,USD,Official,119.1882
2020-03-10,USD,Official,119.4536
2020-03-11,USD,Official,119.6872
2020-03-12,USD,Official,119.719
2020-03-13,USD,Official,120.2871
2020-03-15,USD,Black Market,176.0
2020-03-15,USD,Official,120.54
2020-03-16,USD,Official,120.4463
2020-03-17,USD,Official,120.6534
2020-03-18,USD,Official,121.37
2020-03-19,USD,Official,121.938
2020-03-20,USD,Official,122.8918
2020-03-23,USD,Official,123.5367
2020-03-24,USD,Official,123.1217
2020-03-25,USD,Official,123.1431
2020-03-26,USD,Official,123.8847
2020-03-27,USD,Black Market,176.0
2020-03-27,USD,Official,124.0729
2020-03-30,USD,Official,124.0238
2020-03-31,USD,Official,124.5681
2020-04-01,USD,Black Market,169.6
2020-04-01,USD,Official,125.1408
2020-04-02,USD,Official,125.2718
2020-04-03,USD,Official,126.7618
2020-04-06,USD,Official,126.7177
2020-04-07,USD,Official,126.9917
2020-04-08,USD,Official,127.0181
2020-04-09,USD,Official,127.0778
2020-04-10,USD,Official,127.0485
2020-04-13,USD,Official,127.1318
2020-04-14,USD,Official,127.312
2020-04-15,USD,Black Market,169.6
2020-04-15,USD,Official,127.4661
2020-04-16,USD,Official,127.896
2020-04-17,USD,Official,128.4094
2020-04-20,USD,Official,128.3088
2020-04-21,USD,Official,128.5264
2020-04-22,USD,Official,128.5209
2020-04-23,USD,Official,128.7392
2020-04-24,USD,Official,128.935
2020-04-27,USD,Black Market,169.6
2020-04-27,USD,Official,128.6328
2020-04-28,USD,Official,128.5936
2020-04-29,USD,Official,128.4034
2020-04-30,USD,Official,128.2579
2020-05-01,USD,Black Market,167.0
2020-05-01,USD,Official,128.3047
2020-05-04,USD,Official,128.5773
2020-05-05,USD,Official,128.6896
2020-05-06,USD,Official,128.6847
2020-05-07,USD,Official,128.8528
2020-05-08,USD,Official,128.8191
2020-05-11,USD,Official,128.7463
2020-05-12,USD,Official,128.836
2020-05-13,USD,Official,128.7518
2020-05-14,USD,Official,128.8696
2020-05-15,USD,Black Market,167.0
2020-05-15,USD,Official,128.8429
2020-05-18,USD,Official,128.8373
2020-05-19,USD,Official,128.6579
2020-05-20,USD,Official,128.5623
2020-05-21,USD,Official,128.4499
2020-05-22,USD,Official,128.8477
2020-05-25,USD,Official,128.9265
2020-05-26,USD,Official,128.7015
2020-05-27,USD,Black Market,167.0
2020-05-27,USD,Official,128.5722
2020-05-28,USD,Official,128.5217
2020-05-29,USD,Official,128.489
2020-06-01,USD,Black Market,170.0
2020-06-01,USD,Official,128.4895
2020-06-02,USD,Official,128.4329
2020-06-03,USD,Official,128.5352
2020-06-04,USD,Official,128.6017
2020-06-05,USD,Official,128.2091
2020-06-08,USD,Official,128.4538
2020-06-09,USD,Official,128.579
2020-06-10,USD,Official,128.192
2020-06-11,USD,Official,128.4202
2020-06-12,USD,Official,128.5855
2020-06-15,USD,Black Market,170.0
2020-06-15,USD,Official,128.9388
2020-06-16,USD,Official,128.5057
2020-06-17,USD,Official,128.6767
2020-06-18,USD,Official,129.1633
2020-06-19,USD,Official,129.1874
2020-06-22,USD,Official,129.2387
2020-06-23,USD,Official,128.8679
2020-06-24,USD,Official,128.788
2020-06-25,USD,Official,129.0505
2020-06-26,USD,Official,129.1703
2020-06-27,USD,Black Market,170.0
2020-06-27,USD,Official,129.209
2020-06-29,USD,Official,129.0732
2020-06-30,USD,Official,129.1588
2020-07-01,USD,Black Market,171.1
2020-07-01,USD,Official,129.1417
2020-07-02,USD,Official,129.0162
2020-07-03,USD,Official,129.0847
2020-07-06,USD,Official,128.8508
2020-07-07,USD,Official,128.8849
2020-07-08,USD,Official,128.902
2020-07-09,USD,Official,128.6511
2020-07-10,USD,Official,128.8564
2020-07-13,USD,Official,128.6968
2020-07-14,USD,Official,128.6853
2020-07-15,USD,Black Market,171.1
2020-07-15,USD,Official,128.3431
2020-07-16,USD,Official,128.3787
2020-07-17,USD,Official,128.4072
2020-07-20,USD,Official,128.2075
2020-07-21,USD,Official,128.1733
2020-07-22,USD,Official,127.9829
2020-07-23,USD,Official,127.9384
2020-07-24,USD,Official,128.1517
2020-07-27,USD,Black Market,171.1
2020-07-27,USD,Official,127.9282
2020-07-28,USD,Official,127.8248
2020-07-29,USD,Official,127.8101
2020-07-30,USD,Official,127.9838
2020-07-31,USD,Official,128.1296
2020-08-01,USD,Black Market,169.5
2020-08-01,USD,Official,127.95
2020-08-03,USD,Official,128.6682
2020-08-04,USD,Official,128.5118
2020-08-05,USD,Official,128.3438
2020-08-06,USD,Official,128.1759
2020-08-07,USD,Official,128.2743
2020-08-10,USD,Official,128.5697
2020-08-11,USD,Official,128.726
2020-08-12,USD,Official,128.6913
2020-08-13,USD,Official,128.3728
2020-08-14,USD,Official,128.4713
2020-08-15,USD,Black Market,169.5
2020-08-15,USD,Official,128.3
2020-08-17,USD,Official,128.2686
2020-08-18,USD,Official,128.0486
2020-08-19,USD,Official,127.8748
2020-08-20,USD,Official,128.3323
2020-08-21,USD,Official,128.2975
2020-08-24,USD,Official,128.4076
2020-08-25,USD,Official,128.3844
2020-08-26,USD,Official,128.3785
2020-08-27,USD,Black Market,169.5
2020-08-27,USD,Official,128.2975
2020-08-28,USD,Official,128.0138
2020-08-31,USD,Official,128.008
2020-09-01,USD,Black Market,168.0
2020-09-01,USD,Official,127.7242
2020-09-02,USD,Official,128.4101
2020-09-03,USD,Official,128.6364
2020-09-04,USD,Official,128.5667
2020-09-07,USD,Official,128.5842
2020-09-08,USD,Official,128.6887
2020-09-09,USD,Official,128.9035
2020-09-10,USD,Official,128.7004
2020-09-11,USD,Official,128.6307
2020-09-14,USD,Official,128.5262
2020-09-15,USD,Black Market,168.0
2020-09-15,USD,Official,128.4681
2020-09-16,USD,Official,128.5029
2020-09-17,USD,Official,128.7583
2020-09-18,USD,Official,128.59
2020-09-21,USD,Official,128.6423
2020-09-22,USD,Official,129.1009
2020-09-23,USD,Official,129.2635
2020-09-24,USD,Official,129.4551
2020-09-25,USD,Official,129.3854
2020-09-27,USD,Black Market,168.0
2020-09-27,USD,Official,129.524
2020-09-28,USD,Official,129.5655
2020-09-29,USD,Official,129.3447
2020-09-30,USD,Official,129.1416
2020-10-01,USD,Black Market,169.0
2020-10-01,USD,Official,129.1067
2020-10-02,USD,Official,129.13
2020-10-05,USD,Official,129.1241
2020-10-06,USD,Official,128.8687
2020-10-07,USD,Official,128.95
2020-10-08,USD,Official,128.9674
