date,currency,type,rate
2020-02-05,EUR,Black Market,200.0
2020-02-05,EUR,Official,132.4446
2020-02-06,EUR,Black Market,200.0
2020-02-06,EUR,Official,132.2109
2020-02-07,EUR,Black Market,200.0
2020-02-07,EUR,Official,131.8778
2020-02-08,EUR,Black Market,200.0
2020-02-09,EUR,Black Market,200.0
2020-02-10,EUR,Black Market,200.0
2020-02-10,EUR,Official,131.7533
2020-02-11,EUR,Black Market,200.0
2020-02-11,EUR,Official,131.4927
2020-02-12,EUR,Black Market,200.0
2020-02-12,EUR,Official,131.4869
2020-02-13,EUR,Black Market,200.0
2020-02-13,EUR,Official,131.2326
2020-02-14,EUR,Black Market,200.0
2020-02-14,EUR,Official,130.959
2020-02-15,EUR,Black Market,200.0
2020-02-16,EUR,Black Market,200.0
2020-02-17,EUR,Black Market,200.0
2020-02-17,EUR,Official,130.9644
2020-02-18,EUR,Black Market,200.0
2020-02-18,EUR,Official,130.8701
2020-02-19,EUR,Black Market,200.0
2020-02-19,EUR,Official,130.6797
2020-02-20,EUR,Black Market,200.0
2020-02-20,EUR,Official,130.6003
2020-02-21,EUR,Black Market,200.0
2020-02-21,EUR,Official,130.6933
2020-02-22,EUR,Black Market,200.0
2020-02-23,EUR,Black Market,200.0
2020-02-24,EUR,Black Market,200.0
2020-02-24,EUR,Official,130.9329
2020-02-25,EUR,Black Market,200.0
2020-02-25,EUR,Official,131.152
2020-02-26,EUR,Black Market,200.0
2020-02-26,EUR,Official,131.2287
2020-02-27,EUR,Black Market,200.0
2020-02-27,EUR,Official,131.5942
2020-02-28,EUR,Black Market,199.0
2020-02-28,EUR,Official,132.3598
2020-02-29,EUR,Black Market,197.5
2020-03-01,EUR,Black Market,196.0
2020-03-02,EUR,Black Market,196.0
2020-03-02,EUR,Official,132.7943
2020-03-03,EUR,Black Market,196.0
2020-03-03,EUR,Official,133.0929
2020-03-04,EUR,Black Market,196.0
2020-03-04,EUR,Official,133.3166
2020-03-05,EUR,Black Market,196.0
2020-03-05,EUR,Official,133.0809
2020-03-06,EUR,Black Market,196.0
2020-03-06,EUR,Official,133.9178
2020-03-07,EUR,Black Market,196.0
2020-03-08,EUR,Black Market,196.0
2020-03-09,EUR,Black Market,196.0
2020-03-09,EUR,Official,136.256
2020-03-10,EUR,Black Market,196.0
2020-03-10,EUR,Official,135.7829
2020-03-11,EUR,Black Market,196.0
2020-03-11,EUR,Official,135.4859
2020-03-12,EUR,Black Market,196.0
2020-03-12,EUR,Official,135.4381
2020-03-13,EUR,Black Market,196.0
2020-03-13,EUR,Official,134.6374
2020-03-14,EUR,Black Market,196.0
2020-03-15,EUR,Black Market,196.0
2020-03-16,EUR,Black Market,196.0
2020-03-16,EUR,Official,134.5867
2020-03-17,EUR,Black Market,196.0
2020-03-17,EUR,Official,134.2993
2020-03-18,EUR,Black Market,196.0
2020-03-18,EUR,Official,133.2218
2020-03-19,EUR,Black Market,196.0
2020-03-19,EUR,Official,132.6564
2020-03-20,EUR,Black Market,196.0
2020-03-20,EUR,Official,132.4651
2020-03-21,EUR,Black Market,196.0
2020-03-22,EUR,Black Market,196.0
2020-03-23,EUR,Black Market,196.0
2020-03-23,EUR,Official,132.4437
2020-03-24,EUR,Black Market,196.0
2020-03-24,EUR,Official,133.4393
2020-03-25,EUR,Black Market,196.0
2020-03-25,EUR,Official,133.2286
2020-03-26,EUR,Black Market,196.0
2020-03-26,EUR,Official,135.3317
2020-03-27,EUR,Black Market,196.0
2020-03-27,EUR,Official,136.5423
2020-03-28,EUR,Black Market,195.0
2020-03-29,EUR,Black Market,194.5
2020-03-30,EUR,Black Market,193.5
2020-03-30,EUR,Official,137.2075
2020-03-31,EUR,Black Market,193.0
2020-03-31,EUR,Official,136.9875
2020-04-01,EUR,Black Market,192.0
2020-04-01,EUR,Official,136.8915
2020-04-02,EUR,Black Market,192.0
2020-04-02,EUR,Official,136.9096
2020-04-03,EUR,Black Market,192.0
2020-04-03,EUR,Official,136.8394
2020-04-04,EUR,Black Market,192.0
2020-04-05,EUR,Black Market,192.0
2020-04-06,EUR,Black Market,192.0
2020-04-06,EUR,Official,136.9628
2020-04-07,EUR,Black Market,192.0
2020-04-07,EUR,Official,137.2272
2020-04-08,EUR,Black Market,192.0
2020-04-08,EUR,Official,137.5733
2020-04-09,EUR,Black Market,192.0
2020-04-09,EUR,Official,137.7651
2020-04-10,EUR,Black Market,192.0
2020-04-10,EUR,Official,139.061
2020-04-11,EUR,Black Market,192.0
2020-04-12,EUR,Black Market,192.0
2020-04-13,EUR,Black Market,192.0
2020-04-13,EUR,Official,138.8788
2020-04-14,EUR,Black Market,192.0
2020-04-14,EUR,Official,138.9865
2020-04-15,EUR,Black Market,192.0
2020-04-15,EUR,Official,138.9763
2020-04-16,EUR,Black Market,192.0
2020-04-16,EUR,Official,138.9718
2020-04-17,EUR,Black Market,192.0
2020-04-17,EUR,Official,138.8877
2020-04-18,EUR,Black Market,192.0
2020-04-19,EUR,Black Market,192.0
2020-04-20,EUR,Black Market,192.0
2020-04-20,EUR,Official,139.0996
2020-04-21,EUR,Black Market,192.0
2020-04-21,EUR,Official,139.1041
2020-04-22,EUR,Black Market,192.0
2020-04-22,EUR,Official,139.3295
2020-04-23,EUR,Black Market,192.0
2020-04-23,EUR,Official,138.8968
2020-04-24,EUR,Black Market,192.0
2020-04-24,EUR,Official,138.5536
2020-04-25,EUR,Black Market,192.0
2020-04-26,EUR,Black Market,192.0
2020-04-27,EUR,Black Market,192.0
2020-04-27,EUR,Official,139.0135
2020-04-28,EUR,Black Market,192.0
2020-04-28,EUR,Official,138.9969
2020-04-29,EUR,Black Market,192.0
2020-04-29,EUR,Official,139.2728
2020-04-30,EUR,Black Market,192.0
2020-04-30,EUR,Official,139.5254
2020-05-01,EUR,Black Market,192.0
2020-05-01,EUR,Official,140.6605
2020-05-02,EUR,Black Market,192.0
2020-05-03,EUR,Black Market,192.0
2020-05-04,EUR,Black Market,192.0
2020-05-04,EUR,Official,140.5157
2020-05-05,EUR,Black Market,192.0
2020-05-05,EUR,Official,140.2266
2020-05-06,EUR,Black Market,192.0
2020-05-06,EUR,Official,139.6422
2020-05-07,EUR,Black Market,192.0
2020-05-07,EUR,Official,139.3672
2020-05-08,EUR,Black Market,192.0
2020-05-08,EUR,Official,139.3952
2020-05-09,EUR,Black Market,192.0
2020-05-10,EUR,Black Market,192.0
2020-05-11,EUR,Black Market,192.0
2020-05-11,EUR,Official,139.516
2020-05-12,EUR,Black Market,192.0
2020-05-12,EUR,Official,139.4843
2020-05-13,EUR,Black Market,192.0
2020-05-13,EUR,Official,139.5992
2020-05-14,EUR,Black Market,192.0
2020-05-14,EUR,Official,139.4627
2020-05-15,EUR,Black Market,192.0
2020-05-15,EUR,Official,139.3243
2020-05-16,EUR,Black Market,192.0
2020-05-17,EUR,Black Market,192.0
2020-05-18,EUR,Black Market,192.0
2020-05-18,EUR,Official,139.3956
2020-05-19,EUR,Black Market,192.0
2020-05-19,EUR,Official,140.7582
2020-05-20,EUR,Black Market,192.0
2020-05-20,EUR,Official,140.6922
2020-05-21,EUR,Black Market,192.0
2020-05-21,EUR,Official,140.871
2020-05-22,EUR,Black Market,192.0
2020-05-22,EUR,Official,140.5278
2020-05-23,EUR,Black Market,192.0
2020-05-24,EUR,Black Market,192.0
2020-05-25,EUR,Black Market,192.0
2020-05-25,EUR,Official,140.4203
2020-05-26,EUR,Black Market,192.0
2020-05-26,EUR,Official,140.748
2020-05-27,EUR,Black Market,192.0
2020-05-27,EUR,Official,140.9023
2020-05-28,EUR,Black Market,191.5
2020-05-28,EUR,Official,141.4574
2020-05-29,EUR,Black Market,191.0
2020-05-29,EUR,Official,142.6485
2020-05-30,EUR,Black Market,190.5
2020-05-31,EUR,Black Market,190.0
2020-06-01,EUR,Black Market,189.0
2020-06-01,EUR,Official,142.906
2020-06-02,EUR,Black Market,189.0
2020-06-02,EUR,Official,142.8816
2020-06-03,EUR,Black Market,189.0
2020-06-03,EUR,Official,144.0366
2020-06-04,EUR,Black Market,189.0
2020-06-04,EUR,Official,144.0468
2020-06-05,EUR,Black Market,189.0
2020-06-05,EUR,Official,145.293
2020-06-06,EUR,Black Market,189.0
2020-06-07,EUR,Black Market,189.0
2020-06-08,EUR,Black Market,189.0
2020-06-08,EUR,Official,145.1785
2020-06-09,EUR,Black Market,189.0
2020-06-09,EUR,Official,144.8379
2020-06-10,EUR,Black Market,189.0
2020-06-10,EUR,Official,145.4852
2020-06-11,EUR,Black Market,189.0
2020-06-11,EUR,Official,145.6735
2020-06-12,EUR,Black Market,189.0
2020-06-12,EUR,Official,145.4431
2020-06-13,EUR,Black Market,189.0
2020-06-14,EUR,Black Market,189.0
2020-06-15,EUR,Black Market,189.0
2020-06-15,EUR,Official,144.9466
2020-06-16,EUR,Black Market,189.0
2020-06-16,EUR,Official,145.6677
2020-06-17,EUR,Black Market,189.0
2020-06-17,EUR,Official,145.2889
2020-06-18,EUR,Black Market,189.0
2020-06-18,EUR,Official,145.2183
2020-06-19,EUR,Black Market,189.0
2020-06-19,EUR,Official,144.8579
2020-06-20,EUR,Black Market,189.0
2020-06-21,EUR,Black Market,189.0
2020-06-22,EUR,Black Market,189.0
2020-06-22,EUR,Official,144.7926
2020-06-23,EUR,Black Market,189.0
2020-06-23,EUR,Official,145.4404
2020-06-24,EUR,Black Market,189.0
2020-06-24,EUR,Official,145.5305
2020-06-25,EUR,Black Market,189.0
2020-06-25,EUR,Official,145.1948
2020-06-26,EUR,Black Market,189.0
2020-06-26,EUR,Official,144.955
2020-06-27,EUR,Black Market,189.0
2020-06-28,EUR,Black Market,189.5
2020-06-29,EUR,Black Market,189.5
2020-06-29,EUR,Official,145.1364
2020-06-30,EUR,Black Market,190.0
2020-06-30,EUR,Official,145.0583
2020-07-01,EUR,Black Market,190.0
2020-07-01,EUR,Official,145.0133
2020-07-02,EUR,Black Market,190.0
2020-07-02,EUR,Official,145.2336
2020-07-03,EUR,Black Market,190.0
2020-07-03,EUR,Official,145.0267
2020-07-04,EUR,Black Market,190.0
2020-07-05,EUR,Black Market,190.0
2020-07-06,EUR,Black Market,190.0
2020-07-06,EUR,Official,145.479
2020-07-07,EUR,Black Market,190.0
2020-07-07,EUR,Official,145.4015
2020-07-08,EUR,Black Market,190.0
2020-07-08,EUR,Official,145.3692
2020-07-09,EUR,Black Market,190.0
2020-07-09,EUR,Official,145.7553
2020-07-10,EUR,Black Market,190.0
2020-07-10,EUR,Official,145.3758
2020-07-11,EUR,Black Market,190.0
2020-07-12,EUR,Black Market,190.0
2020-07-13,EUR,Black Market,190.0
2020-07-13,EUR,Official,145.6719
2020-07-14,EUR,Black Market,190.0
2020-07-14,EUR,Official,145.7811
2020-07-15,EUR,Black Market,190.0
2020-07-15,EUR,Official,146.3753
2020-07-16,EUR,Black Market,190.0
2020-07-16,EUR,Official,146.3068
2020-07-17,EUR,Black Market,190.0
2020-07-17,EUR,Official,146.3136
2020-07-18,EUR,Black Market,190.0
2020-07-19,EUR,Black Market,190.0
2020-07-20,EUR,Black Market,190.0
2020-07-20,EUR,Official,146.663
2020-07-21,EUR,Black Market,190.0
2020-07-21,EUR,Official,146.6239
2020-07-22,EUR,Black Market,190.0
2020-07-22,EUR,Official,147.4619
2020-07-23,EUR,Black Market,190.0
2020-07-23,EUR,Official,148.2422
2020-07-24,EUR,Black Market,190.0
2020-07-24,EUR,Official,148.797
2020-07-25,EUR,Black Market,190.0
2020-07-26,EUR,Black Market,190.0
2020-07-27,EUR,Black Market,190.0
2020-07-27,EUR,Official,149.5737
2020-07-28,EUR,Black Market,190.5
2020-07-28,EUR,Official,149.734
2020-07-29,EUR,Black Market,190.5
2020-07-29,EUR,Official,149.9852
2020-07-30,EUR,Black Market,191.0
2020-07-30,EUR,Official,150.4706
2020-07-31,EUR,Black Market,191.0
2020-07-31,EUR,Official,152.2244
2020-08-01,EUR,Black Market,191.0
2020-08-02,EUR,Black Market,191.0
2020-08-03,EUR,Black Market,191.0
2020-08-03,EUR,Official,151.1981
2020-08-04,EUR,Black Market,191.0
2020-08-04,EUR,Official,151.5283
2020-08-05,EUR,Black Market,191.0
2020-08-05,EUR,Official,151.773
2020-08-06,EUR,Black Market,191.0
2020-08-06,EUR,Official,152.0423
2020-08-07,EUR,Black Market,191.0
2020-08-07,EUR,Official,151.8896
2020-08-08,EUR,Black Market,191.0
2020-08-09,EUR,Black Market,191.0
2020-08-10,EUR,Black Market,191.0
2020-08-10,EUR,Official,151.3394
2020-08-11,EUR,Black Market,191.0
2020-08-11,EUR,Official,151.0664
2020-08-12,EUR,Black Market,191.0
2020-08-12,EUR,Official,151.1415
2020-08-13,EUR,Black Market,191.0
2020-08-13,EUR,Official,151.7559
2020-08-14,EUR,Black Market,191.0
2020-08-14,EUR,Official,151.5512
2020-08-15,EUR,Black Market,191.0
2020-08-16,EUR,Black Market,191.0
2020-08-17,EUR,Black Market,191.0
2020-08-17,EUR,Official,151.9342
2020-08-18,EUR,Black Market,191.0
2020-08-18,EUR,Official,152.269
2020-08-19,EUR,Black Market,191.0
2020-08-19,EUR,Official,152.5994
2020-08-20,EUR,Black Market,191.0
2020-08-20,EUR,Official,151.7209
2020-08-21,EUR,Black Market,191.0
2020-08-21,EUR,Official,151.7247
2020-08-22,EUR,Black Market,191.0
2020-08-23,EUR,Black Market,191.0
2020-08-24,EUR,Black Market,191.0
2020-08-24,EUR,Official,151.5916
2020-08-25,EUR,Black Market,191.0
2020-08-25,EUR,Official,151.7119
2020-08-26,EUR,Black Market,191.0
2020-08-26,EUR,Official,151.6407
2020-08-27,EUR,Black Market,191.0
2020-08-27,EUR,Official,151.7375
2020-08-28,EUR,Black Market,191.5
2020-08-28,EUR,Official,152.3108
2020-08-29,EUR,Black Market,191.5
2020-08-30,EUR,Black Market,192.0
2020-08-31,EUR,Black Market,192.0
2020-08-31,EUR,Official,152.2527
2020-09-01,EUR,Black Market,192.0
2020-09-01,EUR,Official,152.7773
2020-09-02,EUR,Black Market,192.0
2020-09-02,EUR,Official,152.4164
2020-09-03,EUR,Black Market,192.0
2020-09-03,EUR,Official,152.0547
2020-09-04,EUR,Black Market,192.0
2020-09-04,EUR,Official,152.2487
2020-09-05,EUR,Black Market,192.0
2020-09-06,EUR,Black Market,192.0
2020-09-07,EUR,Black Market,192.0
2020-09-07,EUR,Official,152.263
2020-09-08,EUR,Black Market,192.0
2020-09-08,EUR,Official,152.0457
2020-09-09,EUR,Black Market,192.0
2020-09-09,EUR,Official,151.7323
2020-09-10,EUR,Black Market,192.0
2020-09-10,EUR,Official,152.111
2020-09-11,EUR,Black Market,192.0
2020-09-11,EUR,Official,152.3309
2020-09-12,EUR,Black Market,192.0
2020-09-13,EUR,Black Market,192.0
2020-09-14,EUR,Black Market,192.0
2020-09-14,EUR,Official,152.522
2020-09-15,EUR,Black Market,192.0
2020-09-15,EUR,Official,152.6201
2020-09-16,EUR,Black Market,192.0
2020-09-16,EUR,Official,152.5329
2020-09-17,EUR,Black Market,192.0
2020-09-17,EUR,Official,151.9928
2020-09-18,EUR,Black Market,192.0
2020-09-18,EUR,Official,152.3213
2020-09-19,EUR,Black Market,192.0
2020-09-20,EUR,Black Market,192.0
2020-09-21,EUR,Black Market,192.0
2020-09-21,EUR,Official,152.2225
2020-09-22,EUR,Black Market,192.0
2020-09-22,EUR,Official,151.4741
2020-09-23,EUR,Black Market,192.0
2020-09-23,EUR,Official,151.1737
2020-09-24,EUR,Black Market,192.0
2020-09-24,EUR,Official,150.854
2020-09-25,EUR,Black Market,192.0
2020-09-25,EUR,Official,150.9928
2020-09-26,EUR,Black Market,192.0
2020-09-27,EUR,Black Market,192.0
2020-09-28,EUR,Black Market,194.5
2020-09-28,EUR,Official,150.6588
2020-09-29,EUR,Black Market,196.5
2020-09-29,EUR,Official,151.0552
2020-09-30,EUR,Black Market,199.0
2020-09-30,EUR,Official,151.4702
2020-10-01,EUR,Black Market,201.0
2020-10-01,EUR,Official,151.468
2020-10-02,EUR,Black Market,201.0
2020-10-02,EUR,Official,151.3662
2020-10-03,EUR,Black Market,201.0
2020-10-04,EUR,Black Market,201.0
2020-10-05,EUR,Black Market,201.0
2020-10-05,EUR,Official,151.3916
2020-10-06,EUR,Black Market,201.0
2020-10-06,EUR,Official,151.8396
2020-10-07,EUR,Black Market,201.0
2020-10-07,EUR,Official,151.7355
2020-10-08,EUR,Black Market,201.0
2020-10-08,EUR,Official,151.685
2020-10-09,EUR,Black Market,201.0
2020-10-09,EUR,Official,151.9262
2020-10-10,EUR,Black Market,201.0
2020-10-11,EUR,Black Market,201.0
2020-10-12,EUR,Black Market,201.0
2020-10-12,EUR,Official,152.0663
2020-10-13,EUR,Black Market,201.0
2020-10-13,EUR,Official,151.7916
2020-10-14,EUR,Black Market,201.0
2020-10-14,EUR,Official,151.4462
2020-10-15,EUR,Black Market,201.0
2020-10-15,EUR,Official,151.469
2020-10-16,EUR,Black Market,201.0
2020-10-16,EUR,Official,151.2696
2020-10-17,EUR,Black Market,201.0
2020-10-18,EUR,Black Market,201.0
2020-10-19,EUR,Black Market,201.0
2020-10-19,EUR,Official,151.3577
2020-10-20,EUR,Black Market,201.0
2020-10-20,EUR,Official,151.7146
2020-10-21,EUR,Black Market,201.0
2020-10-21,EUR,Official,152.3457
2020-10-22,EUR,Black Market,201.0
2020-10-22,EUR,Official,152.4215
2020-10-23,EUR,Black Market,201.0
2020-10-23,EUR,Official,152.2322
2020-10-24,EUR,Black Market,201.0
2020-10-25,EUR,Black Market,201.0
2020-10-26,EUR,Black Market,201.0
2020-10-26,EUR,Official,152.2528
2020-10-27,EUR,Black Market,201.0
2020-10-27,EUR,Official,152.1659
2020-10-28,EUR,Black Market,201.0
2020-10-28,EUR,Official,151.7088
2020-10-29,EUR,Black Market,200.5
2020-10-29,EUR,Official,151.3827
2020-10-30,EUR,Black Market,200.5
2020-10-30,EUR,Official,150.9816
2020-10-31,EUR,Black Market,200.0
2020-11-01,EUR,Black Market,200.0
2020-11-02,EUR,Black Market,200.0
2020-11-02,EUR,Official,150.5787
2020-11-03,EUR,Black Market,200.0
2020-11-03,EUR,Official,151.037
2020-11-04,EUR,Black Market,200.0
2020-11-04,EUR,Official,150.8178
2020-11-05,EUR,Black Market,200.0
2020-11-05,EUR,Official,151.5056
2020-11-06,EUR,Black Market,200.0
2020-11-06,EUR,Official,152.265
2020-11-07,EUR,Black Market,200.0
2020-11-08,EUR,Black Market,200.0
2020-11-09,EUR,Black Market,200.0
2020-11-09,EUR,Official,152.5828
2020-11-10,EUR,Black Market,200.0
2020-11-10,EUR,Official,152.0538
2020-11-11,EUR,Black Market,200.0
2020-11-11,EUR,Official,151.9604
2020-11-12,EUR,Black Market,200.0
2020-11-12,EUR,Official,151.6826
2020-11-13,EUR,Black Market,200.0
2020-11-13,EUR,Official,152.0264
2020-11-14,EUR,Black Market,200.0
2020-11-15,EUR,Black Market,200.0
2020-11-16,EUR,Black Market,200.0
2020-11-16,EUR,Official,152.3457
2020-11-17,EUR,Black Market,200.0
2020-11-17,EUR,Official,152.3086
2020-11-18,EUR,Black Market,200.0
2020-11-18,EUR,Official,152.534
2020-11-19,EUR,Black Market,200.0
2020-11-19,EUR,Official,152.2702
2020-11-20,EUR,Black Market,200.0
2020-11-20,EUR,Official,152.4747
2020-11-21,EUR,Black Market,200.0
2020-11-22,EUR,Black Market,200.0
2020-11-23,EUR,Black Market,200.0
2020-11-23,EUR,Official,152.4346
2020-11-24,EUR,Black Market,200.0
2020-11-24,EUR,Official,152.2486
2020-11-25,EUR,Black Market,200.0
2020-11-25,EUR,Official,152.7171
2020-11-26,EUR,Black Market,200.0
2020-11-26,EUR,Official,153.1585
2020-11-27,EUR,Black Market,200.0
2020-11-27,EUR,Official,153.6743
2020-11-28,EUR,Black Market,203.0
2020-11-29,EUR,Black Market,205.5
2020-11-30,EUR,Black Market,208.0
2020-11-30,EUR,Official,154.3977
2020-12-01,EUR,Black Market,211.0
2020-12-01,EUR,Official,154.5747
2020-12-02,EUR,Black Market,211.0
2020-12-02,EUR,Official,155.7776
2020-12-03,EUR,Black Market,211.0
2020-12-03,EUR,Official,157.6304
2020-12-04,EUR,Black Market,211.0
2020-12-04,EUR,Official,158.4419
2020-12-05,EUR,Black Market,211.0
2020-12-06,EUR,Black Market,211.0
2020-12-07,EUR,Black Market,211.0
2020-12-07,EUR,Official,158.5193
2020-12-08,EUR,Black Market,211.0
2020-12-08,EUR,Official,158.7435
2020-12-09,EUR,Black Market,211.0
2020-12-09,EUR,Official,158.9927
2020-12-10,EUR,Black Market,211.0
2020-12-10,EUR,Official,158.8855
2020-12-11,EUR,Black Market,211.0
2020-12-11,EUR,Official,159.1422
2020-12-12,EUR,Black Market,211.0
2020-12-13,EUR,Black Market,211.0
2020-12-14,EUR,Black Market,211.0
2020-12-14,EUR,Official,159.6487
2020-12-15,EUR,Black Market,211.0
2020-12-15,EUR,Official,160.4034
2020-12-16,EUR,Black Market,211.0
2020-12-16,EUR,Official,160.8176
2020-12-17,EUR,Black Market,211.0
2020-12-17,EUR,Official,161.4143
2020-12-18,EUR,Black Market,211.0
2020-12-18,EUR,Official,161.7735
2020-12-19,EUR,Black Market,211.0
2020-12-20,EUR,Black Market,211.0
2020-12-21,EUR,Black Market,211.0
2020-12-21,EUR,Official,161.4793
2020-12-22,EUR,Black Market,211.0
2020-12-22,EUR,Official,161.8182
2020-12-23,EUR,Black Market,211.0
2020-12-23,EUR,Official,161.2601
2020-12-24,EUR,Black Market,211.0
2020-12-24,EUR,Official,161.4425
2020-12-25,EUR,Black Market,211.0
2020-12-25,EUR,Official,161.2875
2020-12-26,EUR,Black Market,211.0
2020-12-27,EUR,Black Market,211.0
2020-12-28,EUR,Black Market,211.0
2020-12-28,EUR,Official,161.5943
2020-12-29,EUR,Black Market,210.5
2020-12-29,EUR,Official,161.6442
2020-12-30,EUR,Black Market,210.5
2020-12-30,EUR,Official,161.9741
2020-12-31,EUR,Black Market,210.0
2020-12-31,EUR,Official,162.4034
2021-01-01,EUR,Black Market,210.0
2021-01-02,EUR,Black Market,210.0
2021-01-03,EUR,Black Market,210.0
2021-01-04,EUR,Black Market,210.0
2021-01-04,EUR,Official,162.1426
2021-01-05,EUR,Black Market,210.0
2021-01-05,EUR,Official,162.1742
2021-01-06,EUR,Black Market,210.0
2021-01-06,EUR,Official,162.6033
2021-01-07,EUR,Black Market,210.0
2021-01-07,EUR,Official,162.7502
2021-01-08,EUR,Black Market,210.0
2021-01-08,EUR,Official,161.9725
2021-01-09,EUR,Black Market,210.0
2021-01-10,EUR,Black Market,210.0
2021-01-11,EUR,Black Market,210.0
2021-01-11,EUR,Official,161.6688
2021-01-12,EUR,Black Market,210.0
2021-01-12,EUR,Official,161.4044
2021-01-13,EUR,Black Market,210.0
