date;EUR_official;EUR_black_market_vente;EUR_black_market_Achat;USD_black_market_vente;USD_official;GBP_exdz_buy;GBP_exdz_sell;GBP_official;GBP_official_sell;CAD_exdz_buy;CAD_exdz_sell;CAD_official_buy;CAD_official_sell;CHF_exdz_buy;CHF_exdz_sell;CHF_official_buy;CHF_official_sell;TRY_exdz_buy;TRY_exdz_sell;TRY_official_buy;TRY_official_sell;CNY_exdz_buy;CNY_exdz_sell;CNY_official_buy;CNY_official_sell;AED_exdz_buy;AED_exdz_sell;AED_official_buy;AED_official_sell;MAD_exdz_buy;MAD_exdz_sell;MAD_official_buy;MAD_official_sell;TND_exdz_buy;TND_exdz_sell;TND_official_buy;TND_official_sell;SAR_exdz_buy;SAR_exdz_sell;SAR_official_buy;SAR_official_sell;JPY_exdz_buy;JPY_exdz_sell;JPY_official_buy;JPY_official_sell;AUD_exdz_buy;AUD_exdz_sell;AUD_official_buy;AUD_official_sell;QAR_exdz_buy;QAR_exdz_sell;QAR_official_buy;QAR_official_sell;EGP_black_market_vente;EGP_black_market_Achat;EGP_official_sell
04/09/2024;146.7086;241.0;;;132.9846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2024;146.7088;241.0;;;132.6301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/09/2024;146.7957;241.0;;;132.3378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/09/2024;;241.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/09/2024;;241.0;;221.5;132.5072;276.0;278.0;174.0027;177.4828;159.0;160.5;97.699;99.653;257.7162;262.8705;156.9851;160.1248;6.3954;6.5233;3.8957;3.9736;30.6865;31.3002;18.6923;19.0661;59.225;60.4095;36.0763;36.7978;22.3311;22.7777;13.6028;13.8749;71.5461;72.977;43.5815;44.4531;57.9551;59.1142;35.3027;36.0088;1.5266;1.5572;0.9299;0.9485;145.103;148.005;88.3879;90.1557;59.6729;60.8663;36.3491;37.0761;4.4915;4.5814;2.7907
09/09/2024;146.2876;241.0;;;132.4169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/09/2024;146.1647;241.0;;221.25;132.5096;277.25;279.25;173.4654;176.9347;159.0;160.75;97.4287;99.3773;255.6879;260.8017;156.6066;159.7387;6.3633;6.4906;3.8947;3.9726;30.4424;31.0512;18.6213;18.9937;59.0036;60.1837;36.1035;36.8256;22.2534;22.6985;13.6029;13.875;70.9337;72.3524;43.4433;44.3122;57.7611;58.9163;35.3433;36.0502;1.5151;1.5454;0.9321;0.9507;144.5709;147.4623;88.2197;89.9841;59.3958;60.5837;36.4208;37.1492;4.482;4.5717;2.7967
11/09/2024;146.2813;241.0;;221.25;132.4112;277.25;279.25;172.9866;176.4463;159.0;160.75;97.7134;99.6677;255.8846;261.0023;155.5824;158.694;6.3652;6.4925;3.902;3.98;30.4462;31.0551;18.6338;19.0065;58.9585;60.1377;36.1227;36.8452;22.1943;22.6382;13.5757;13.8472;70.7549;72.17;43.4534;44.3225;57.7135;58.8677;35.3549;36.062;1.5298;1.5604;0.9301;0.9487;144.4121;147.3003;88.5541;90.3252;59.2826;60.4683;36.4416;37.1704;4.4744;4.5639;2.7975
12/09/2024;145.9502;241.0;;221.25;132.6036;277.25;279.25;173.9196;177.398;159.0;160.75;97.5502;99.5012;254.6788;259.7724;155.8282;158.9448;6.3882;6.516;3.8982;3.9762;30.5131;31.1234;18.6073;18.9794;59.1435;60.3264;36.057;36.7781;22.1956;22.6395;13.542;13.8128;71.0371;72.4579;43.4675;44.3369;57.8863;59.044;35.2901;35.9959;1.5236;1.5541;0.9359;0.9546;145.2598;148.165;89.0845;90.8662;59.3519;60.539;36.3725;37.0999;4.4908;4.5806;2.7901
13/09/2024;146.4885;241.5;;;132.2158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/09/2024;;241.5;;221.25;132.3241;278.0;280.25;173.6558;177.1289;159.25;161.25;97.3704;99.3178;254.5672;259.6585;155.831;158.9476;6.3725;6.5;3.9008;3.9788;30.4739;31.0834;18.6541;19.0272;58.8535;60.0305;36.0262;36.7467;22.1164;22.5588;13.555;13.8261;71.1111;72.5333;43.5295;44.4001;57.5962;58.7481;35.2605;35.9657;1.5349;1.5656;0.9396;0.9584;144.919;147.8174;88.7097;90.4839;59.3789;60.5665;36.3168;37.0431;4.4652;4.5545;2.788
15/09/2024;;241.5;;221.25;132.3544;278.0;280.25;173.8586;177.3358;159.25;161.25;97.4731;99.4226;254.6013;259.6934;156.061;159.1822;6.3733;6.5008;3.8936;3.9715;30.4776;31.0872;18.6581;19.0313;58.8606;60.0378;36.0344;36.7551;22.1465;22.5895;13.5504;13.8214;71.1197;72.5421;43.5747;44.4462;57.6097;58.7619;35.2644;35.9697;1.5351;1.5658;0.9398;0.9586;144.9366;147.8354;88.8513;90.6283;59.3354;60.5221;36.3151;37.0414;4.4658;4.5551;2.7919
16/09/2024;146.5691;241.5;;221.25;132.2348;278.0;280.25;174.6924;178.1862;159.25;161.25;97.3336;99.2803;254.9975;260.0975;156.5584;159.6896;6.3523;6.4794;3.8855;3.9632;30.4072;31.0154;18.6429;19.0158;58.7247;59.8992;36.0046;36.7247;22.116;22.5583;13.566;13.8373;71.0286;72.4492;43.6276;44.5002;57.4712;58.6206;35.2446;35.9495;1.5393;1.5701;0.9392;0.958;145.0954;147.9974;89.2866;91.0723;59.1534;60.3364;36.3019;37.0279;4.4671;4.5565;2.7856
17/09/2024;146.7721;242.0;;221.25;132.2747;278.75;281.0;174.1882;177.672;159.5;161.5;97.3178;99.2642;255.5065;260.6167;156.305;159.4311;6.3364;6.4631;3.8822;3.9598;30.4023;31.0103;18.6488;19.0218;58.7146;59.8889;36.0163;36.7366;22.14;22.5828;13.5626;13.8339;71.0807;72.5023;43.6363;44.509;57.4613;58.6106;35.2441;35.949;1.5343;1.5649;0.9316;0.9502;145.6218;148.5342;89.4391;91.2279;59.1497;60.3327;36.2735;36.999;4.4535;4.5426;2.7878
18/09/2024;146.8062;242.0;;221.25;132.2638;278.75;281.0;174.6996;178.1936;159.5;161.5;97.2253;99.1698;255.1673;260.2707;156.1702;159.2936;6.3313;6.4579;3.8843;3.962;30.3972;31.0051;18.685;19.0587;58.7286;59.9032;36.0276;36.7482;22.107;22.5491;13.5791;13.8507;71.1671;72.5904;43.6594;44.5326;57.4696;58.619;35.2597;35.9649;1.5255;1.556;0.9274;0.9459;145.8859;148.8036;89.5089;91.2991;59.2212;60.4056;36.3234;37.0499;4.4563;4.5454;2.7814
19/09/2024;146.9324;242.0;;221.25;132.1334;278.75;281.0;175.7059;179.22;159.5;161.5;97.542;99.4928;254.6783;259.7718;156.0404;159.1612;6.3239;6.4504;3.8815;3.9591;30.4962;31.1061;18.7194;19.0938;58.6532;59.8262;36.0217;36.7421;22.0718;22.5133;13.6334;13.9061;70.9713;72.3907;43.7249;44.5994;57.4032;58.5512;35.2583;35.9635;1.5133;1.5436;0.926;0.9445;146.9159;149.8542;90.0904;91.8922;58.8554;60.0325;36.2998;37.0258;4.4368;4.5255;2.7808
20/09/2024;147.4705;241.5;;221.67;132.2783;277.67;280.0;176.1642;179.6875;159.67;161.67;97.4196;99.368;252.7403;257.7951;155.5171;158.6274;6.2972;6.4231;3.8746;3.9521;30.4618;31.071;18.7534;19.1285;58.4828;59.6525;36.0043;36.7244;22.1535;22.5966;13.6411;13.9139;70.8686;72.286;43.6295;44.5021;57.2436;58.3885;35.2414;35.9462;1.4924;1.5223;0.9188;0.9372;146.1549;149.078;89.9884;91.7882;58.8709;60.0483;36.2432;36.9681;4.4264;4.5149;2.7816
21/09/2024;;241.5;;221.67;132.2956;277.67;280.0;176.2254;179.7499;159.67;161.67;97.4558;99.4049;252.4588;257.508;155.5945;158.7064;6.2895;6.4153;3.8763;3.9538;30.4402;31.049;18.7608;19.136;58.4418;59.6106;36.0186;36.739;22.1632;22.6064;13.6595;13.9327;70.8188;72.2352;43.6468;44.5197;57.2041;58.3482;35.2558;35.9609;1.4918;1.5217;0.9194;0.9378;146.0551;148.9762;90.0161;91.8164;58.8846;60.0623;36.2916;37.0174;4.4251;4.5136;2.7818
22/09/2024;;242.0;;221.0;132.2387;279.4;281.6;176.0628;179.5841;159.4;161.4;97.4829;99.4326;253.0519;258.113;155.4109;158.5191;6.3034;6.4295;3.8748;3.9523;30.5075;31.1177;18.7521;19.1271;58.571;59.7424;36.003;36.7231;22.2122;22.6564;13.6286;13.9012;70.9755;72.395;43.6688;44.5422;57.3306;58.4772;35.2507;35.9557;1.4951;1.525;0.9181;0.9365;146.378;149.3056;90.0586;91.8598;59.0149;60.1952;36.2734;36.9989;4.4349;4.5236;2.7801
23/09/2024;147.0671;242.0;;221.0;132.4988;279.4;281.6;177.0709;180.6123;159.4;161.4;98.0417;100.0025;252.8511;257.9081;156.5341;159.6648;6.3087;6.4349;3.884;3.9617;30.5357;31.1464;18.8107;19.1869;58.579;59.7505;36.1161;36.8384;22.1606;22.6038;13.6839;13.9576;71.001;72.421;43.7706;44.646;57.3378;58.4845;35.3557;36.0628;1.4918;1.5216;0.9233;0.9418;147.043;149.9839;90.6537;92.4668;58.9761;60.1557;36.4098;37.138;4.4335;4.5222;2.7809
24/09/2024;147.2087;242.0;;221.0;132.4117;279.4;281.6;177.6193;181.1717;159.4;161.4;98.5681;100.5395;255.1713;260.2748;157.187;160.3307;6.3289;6.4555;3.8779;3.9555;30.707;31.3211;18.8154;19.1917;58.8476;60.0246;36.0191;36.7395;22.2901;22.7359;13.6733;13.9468;71.236;72.6607;43.3689;44.2363;57.6095;58.7617;35.2639;35.9692;1.5035;1.5335;0.9254;0.9439;147.9992;150.9592;91.35;93.177;59.2795;60.4651;36.3326;37.0593;4.4426;4.5314;2.7708
25/09/2024;147.5053;242.0;;221.0;132.1969;279.4;281.6;175.9812;179.5008;159.4;161.4;98.026;99.9865;254.7327;259.8273;155.3766;158.4841;6.2849;6.4106;3.8679;3.9453;30.5771;31.1887;18.7934;19.1693;58.4125;59.5808;35.9851;36.7048;22.2593;22.7045;13.6638;13.9371;70.5921;72.004;43.6935;44.5674;57.1888;58.3326;35.2278;35.9324;1.4977;1.5276;0.9133;0.9316;147.7901;150.7459;90.1488;91.9518;59.209;60.3932;36.2993;37.0253;4.4076;4.4958;2.7768
26/09/2024;147.3505;243.5;;221.8;132.3131;281.4;283.6;177.6114;181.1636;159.8;161.8;98.2767;100.2422;255.1255;260.228;156.4993;159.6293;6.3489;6.4759;3.8749;3.9524;30.8994;31.5174;18.8942;19.2721;59.0385;60.2192;36.0617;36.7829;22.3727;22.8201;13.6917;13.9655;71.4572;72.8863;43.5808;44.4524;57.8019;58.9579;35.312;36.0182;1.4983;1.5282;0.913;0.9313;148.8008;151.7768;91.288;93.1138;59.2186;60.403;36.3243;37.0508;4.4641;4.5534;2.7931
27/09/2024;147.3034;245.0;;;132.3362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/09/2024;;246.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/09/2024;;247.0;;223.2;132.2052;285.6;288.4;176.9264;180.4649;161.0;163.2;97.8551;99.8122;260.7565;265.9716;157.1252;160.2677;6.4172;6.5456;3.8683;3.9457;31.2676;31.8929;18.8562;19.2333;59.6879;60.8817;35.9938;36.7137;22.6163;23.0686;13.6421;13.9149;72.1724;73.6158;43.5504;44.4214;58.443;59.6118;35.2512;35.9562;1.5418;1.5727;0.9255;0.944;151.3811;154.4088;91.4627;93.292;60.1951;61.399;36.2933;37.0192;4.5358;4.6266;2.7908
30/09/2024;147.6326;248.0;;223.8;132.1215;286.0;288.6;176.9309;180.4695;161.2;163.6;97.783;99.7387;261.1832;266.4069;156.4596;159.5888;6.4349;6.5636;3.8668;3.9441;31.3623;31.9896;18.8464;19.2233;59.8781;61.0757;36.012;36.7322;22.6875;23.1412;13.6315;13.9041;72.73;74.1846;43.5665;44.4378;58.628;59.8005;35.2594;35.9646;1.5438;1.5747;0.9205;0.9389;152.3788;155.4264;91.4708;93.3002;60.3506;61.5576;36.3196;37.046;4.5468;4.6377;2.7944
01/10/2024;147.1758;248.0;;223.8;132.4059;286.0;288.6;176.2227;179.7472;161.2;163.6;98.3845;100.3522;260.3088;265.515;156.8728;160.0103;6.4427;6.5715;3.8832;3.9609;31.3777;32.0053;18.8943;19.2722;59.9811;61.1807;36.1469;36.8698;22.6146;23.0669;13.6084;13.8806;72.4947;73.9446;43.6008;44.4728;58.7257;59.9002;35.3878;36.0956;1.5271;1.5577;0.9236;0.9421;152.3696;155.417;91.3401;93.1669;60.216;61.4204;36.4643;37.1936;4.5632;4.6545;2.8078
02/10/2024;146.7835;249.5;;225.4;132.6556;286.6;290.4;176.2698;179.7952;161.6;164.6;98.389;100.3568;263.0854;268.3471;156.3478;159.4748;6.5147;6.645;3.8816;3.9592;31.7413;32.3761;18.898;19.276;60.6455;61.8584;36.1791;36.9027;22.7871;23.2429;13.6141;13.8864;73.1139;74.5762;43.6181;44.4905;59.3719;60.5593;35.4106;36.1188;1.5454;1.5763;0.9067;0.9248;153.8442;156.9211;91.5072;93.3373;60.9935;62.2134;36.495;37.2249;4.6189;4.7112;2.8021
03/10/2024;146.6566;249.5;;225.4;132.8471;286.6;290.4;174.5703;178.0617;161.6;164.6;98.132;100.0946;262.9014;268.1594;156.0832;159.2049;6.5301;6.6607;3.8834;3.9611;31.7546;32.3897;18.8948;19.2727;60.8385;62.0553;36.1985;36.9225;22.8489;23.3058;13.6008;13.8728;73.4163;74.8846;43.4148;44.2831;59.5369;60.7276;35.4119;36.1201;1.5218;1.5522;0.9056;0.9237;153.3988;156.4668;91.0771;92.8986;61.3774;62.605;36.4474;37.1763;4.6205;4.7129;2.805
04/10/2024;146.5474;250.0;;;132.9168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/10/2024;;250.5;;227.0;133.3119;285.33;290.33;174.9409;178.4397;162.33;166.0;98.1847;100.1484;262.2478;267.4927;155.384;158.4917;6.5676;6.6989;3.8913;3.9691;31.9312;32.5698;18.9195;19.2979;61.2567;62.4818;36.2951;37.021;22.9073;23.3654;13.5728;13.8443;73.2773;74.7428;43.4174;44.2857;59.8974;61.0953;35.4897;36.1995;1.5129;1.5432;0.8964;0.9143;153.0892;156.151;90.7064;92.5205;61.6039;62.836;36.5006;37.2306;4.6562;4.7493;2.814
06/10/2024;;251.5;;227.8;133.2008;288.0;292.2;174.8031;178.2992;163.0;166.0;98.0797;100.0413;263.5219;268.7923;155.0985;158.2005;6.5995;6.7315;3.8876;3.9654;32.0866;32.7284;18.9316;19.3102;61.5543;62.7854;36.2647;36.99;23.0186;23.479;13.5655;13.8368;73.6333;75.1059;43.3726;44.2401;60.1884;61.3921;35.4653;36.1746;1.5202;1.5506;0.8951;0.913;153.833;156.9097;90.5573;92.3684;61.9032;63.1413;36.5304;37.261;4.6788;4.7724;2.8095
07/10/2024;145.836;251.5;;227.8;132.9104;288.0;292.2;173.9388;177.4176;163.0;166.0;97.6011;99.5531;263.7928;269.0687;155.5585;158.6697;6.6044;6.7365;3.8795;3.9571;32.1616;32.8048;18.893;19.2709;61.6076;62.8398;36.1927;36.9166;23.0262;23.4867;13.5369;13.8076;73.6128;75.085;43.299;44.165;60.2416;61.4464;35.3939;36.1018;1.5245;1.555;0.8974;0.9153;153.8609;156.9381;89.8081;91.6043;61.7734;63.0088;36.4767;37.2062;4.6809;4.7745;2.8014
08/10/2024;145.9991;251.5;;227.8;132.8351;288.0;292.2;174.1127;177.595;163.0;166.0;97.3727;99.3202;264.6886;269.9823;155.067;158.1683;6.5934;6.7253;3.8798;3.9574;31.9968;32.6368;18.8352;19.2119;61.5303;62.7609;36.1997;36.9237;23.0351;23.4958;13.5588;13.83;73.6118;75.084;43.24;44.1048;60.1701;61.3735;35.413;36.1213;1.5277;1.5582;0.8975;0.9154;151.9594;154.9985;89.6074;91.3995;62.0269;63.2674;36.4356;37.1643;4.6673;4.7607;2.7903
09/10/2024;145.7666;252.5;;228.6;132.9805;288.8;293.0;173.9173;177.3956;163.4;166.4;97.0804;99.022;264.2736;269.5591;154.6708;157.7642;6.6168;6.7492;3.8846;3.9623;32.115;32.7573;18.7962;19.1721;61.7352;62.9699;36.237;36.9617;23.1159;23.5782;13.5444;13.8153;73.8651;75.3424;43.3422;44.209;60.3952;61.6031;35.4465;36.1554;1.5261;1.5566;0.8923;0.9101;152.9581;156.0173;89.4009;91.1889;62.2155;63.4598;36.5083;37.2385;4.667;4.7603;2.7992
10/10/2024;145.5184;250.5;;227.4;133.1427;287.8;290.6;173.896;177.3739;163.0;165.6;96.86;98.7972;262.933;268.1916;155.4305;158.5391;6.6042;6.7363;3.8846;3.9623;32.0234;32.6639;18.8045;19.1806;61.6013;62.8333;36.2498;36.9748;23.0124;23.4727;13.5481;13.8191;73.6194;75.0918;43.2828;44.1485;60.2575;61.4627;35.4592;36.1684;1.5163;1.5466;0.8955;0.9134;152.3027;155.3488;89.7446;91.5395;61.8926;63.1304;36.5199;37.2503;4.6651;4.7584;2.7955
11/10/2024;145.6826;249.5;;227.4;133.0617;287.0;289.8;173.8634;177.3407;162.2;164.8;96.6528;98.5859;262.851;268.108;155.202;158.306;6.573;6.7045;3.8811;3.9587;31.8931;32.5309;18.8284;19.205;61.3656;62.5929;36.2238;36.9483;22.9684;23.4278;13.5697;13.8411;73.2306;74.6952;43.3103;44.1765;60.0187;61.2191;35.4285;36.1371;1.5126;1.5429;0.8921;0.9099;151.7285;154.7631;89.7962;91.5921;61.7442;62.9791;36.4986;37.2286;4.6398;4.7326;2.7946
12/10/2024;;249.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/2024;;248.5;;227.4;133.0447;286.6;289.4;173.689;177.1628;162.0;164.6;96.5677;98.4991;261.8988;267.1368;155.0749;158.1764;6.5488;6.6798;3.8807;3.9583;31.7708;32.4062;18.8278;19.2044;61.1234;62.3459;36.2223;36.9467;22.8974;23.3553;13.557;13.8281;73.0812;74.5428;43.2927;44.1586;59.7841;60.9798;35.4395;36.1483;1.5054;1.5355;0.8914;0.9092;151.5283;154.5588;89.6299;91.4225;61.5872;62.8189;36.4843;37.214;4.6231;4.7156;2.7933
14/10/2024;145.5107;248.5;;227.4;133.1601;286.6;289.4;173.9219;177.4003;162.0;164.6;96.5714;98.5028;261.9177;267.1561;154.7685;157.8639;6.5571;6.6883;3.8875;3.9653;31.7685;32.4038;18.8092;19.1854;61.2054;62.4295;36.2709;36.9963;22.8873;23.345;13.57;13.8414;73.0801;74.5417;43.309;44.1752;59.865;61.0623;35.4808;36.1904;1.5057;1.5359;0.8911;0.9089;151.3636;154.3908;89.5237;91.3142;61.5478;62.7788;36.4748;37.2043;4.6234;4.7159;2.7956
15/10/2024;145.2958;248.5;;227.4;133.305;286.6;289.4;174.4024;177.8904;162.0;164.6;96.8047;98.7408;261.0825;266.3042;154.7574;157.8525;6.5786;6.7102;3.8995;3.9775;31.6908;32.3247;18.7848;19.1605;61.3819;62.6095;36.3843;37.112;22.9497;23.4087;13.6035;13.8756;73.1845;74.6482;43.3803;44.2479;60.0424;61.2432;35.5903;36.3021;1.506;1.5361;0.8927;0.9106;151.3747;154.4022;89.7278;91.5224;61.7394;62.9742;36.5962;37.3281;4.6392;4.732;2.8049
16/10/2024;145.1638;248.5;;227.4;133.3919;286.6;289.4;174.143;177.6259;162.0;164.6;96.6841;98.6178;261.5245;266.755;154.461;157.5502;6.5883;6.7201;3.8912;3.969;31.6979;32.3318;18.7213;19.0957;61.41;62.6382;36.2698;36.9952;22.8977;23.3556;13.5238;13.7943;73.2709;74.7363;43.275;44.1405;60.0814;61.283;35.4851;36.1948;1.511;1.5412;0.8924;0.9102;150.9142;153.9325;89.1326;90.9153;61.8796;63.1172;36.5472;37.2781;4.6455;4.7384;2.7986
17/10/2024;144.9544;248.5;;227.4;133.5308;286.6;289.4;173.3969;176.8648;162.0;164.6;97.0162;98.9565;261.2073;266.4315;154.1594;157.2426;6.6148;6.7471;3.9039;3.982;31.768;32.4034;18.7488;19.1238;61.6032;62.8352;36.357;37.0841;22.9012;23.3592;13.5158;13.7861;73.1938;74.6577;43.1975;44.0615;60.2437;61.4485;35.5546;36.2657;1.5132;1.5434;0.8931;0.911;151.3713;154.3987;89.3363;91.123;61.8875;63.1252;36.5248;37.2553;4.6565;4.7496;2.8032
18/10/2024;144.7027;247.5;;227.0;133.3174;285.0;289.0;174.0339;177.5146;161.33;164.33;96.7049;98.639;260.6576;265.8708;154.2762;157.3617;6.5854;6.7171;3.9;3.978;31.789;32.4248;18.8007;19.1767;61.4851;62.7148;36.3475;37.0744;22.8029;23.259;13.4699;13.7393;72.9816;74.4413;43.1434;44.0063;60.1323;61.335;35.5458;36.2567;1.5055;1.5356;0.8923;0.9101;151.5812;154.6129;89.5342;91.3249;61.8704;63.1079;36.575;37.3065;4.6438;4.7367;2.8001
19/10/2024;;247.5;;227.0;133.4707;285.0;289.0;174.1946;177.6785;161.33;164.33;96.6868;98.6205;260.6309;265.8435;154.3196;157.406;6.5835;6.7151;3.8981;3.9761;31.7404;32.3752;18.7935;19.1694;61.3716;62.5991;36.3382;37.065;22.6901;23.1439;13.4348;13.7035;72.7933;74.2492;43.1009;43.9629;60.0146;61.2149;35.5347;36.2454;1.5075;1.5377;0.8926;0.9105;151.1983;154.2223;89.5246;91.3151;61.8449;63.0818;36.6184;37.3508;4.6368;4.7296;2.8004
20/10/2024;;248.5;;227.8;133.4706;287.0;290.6;174.179;177.6626;161.6;164.2;96.6868;98.6205;261.4667;266.696;154.3057;157.3918;6.6052;6.7373;3.8981;3.9761;31.845;32.4819;18.7935;19.1694;61.5739;62.8054;36.3381;37.0649;22.7649;23.2202;13.4348;13.7035;73.0333;74.494;43.1009;43.9629;60.2123;61.4166;35.5346;36.2453;1.5124;1.5427;0.8926;0.9105;151.7048;154.7389;89.5293;91.3199;62.0488;63.2897;36.6184;37.3508;4.6521;4.7451;2.8004
21/10/2024;144.5929;248.5;;227.8;133.2961;287.0;290.6;174.1443;177.6272;161.6;164.2;96.6493;98.5823;261.6286;266.8612;154.3263;157.4128;6.5981;6.7301;3.892;3.9698;31.8496;32.4866;18.7871;19.1628;61.5886;62.8204;36.3291;37.0557;22.8551;23.3122;13.4815;13.7511;73.1378;74.6006;43.1417;44.0045;60.2261;61.4306;35.5254;36.2359;1.5161;1.5464;0.8943;0.9122;151.9365;154.9752;89.6225;91.415;62.0637;63.305;36.6094;37.3416;4.6512;4.7442;2.7985
22/10/2024;144.4511;248.5;;;133.3005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/10/2024;144.0058;248.5;;228.0;133.5675;287.6;290.6;173.202;176.666;162.0;164.4;96.4625;98.3918;262.1517;267.3947;153.7433;156.8182;6.6369;6.7697;3.8923;3.9701;31.8885;32.5263;18.7016;19.0756;61.8851;63.1228;36.2936;37.0195;22.9221;23.3805;13.443;13.7119;73.2294;74.694;42.9466;43.8055;60.5263;61.7369;35.4967;36.2066;1.494;1.5239;0.8762;0.8937;151.7756;154.8111;89.0114;90.7916;62.1573;63.4005;36.4532;37.1823;4.6678;4.7612;2.7922
24/10/2024;144.1379;248.5;;228.0;133.4981;287.6;290.6;173.1771;176.6406;162.0;164.4;96.6322;98.5648;262.7349;267.9896;154.2655;157.3508;6.6407;6.7735;3.8991;3.9771;31.9617;32.6009;18.7664;19.1417;61.9112;63.1495;36.3514;37.0784;22.9859;23.4457;13.4963;13.7662;73.187;74.6507;42.9719;43.8313;60.5514;61.7624;35.5529;36.264;1.4974;1.5274;0.8792;0.8968;151.3585;154.3857;88.8706;90.648;62.3629;63.6101;36.6165;37.3488;4.6615;4.7547;2.7917
25/10/2024;144.3691;248.5;;;133.3479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/10/2024;;248.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/10/2024;;248.5;;228.0;133.5636;287.6;290.6;173.1198;176.5822;162.0;164.4;96.1421;98.0649;262.3962;267.6441;154.0721;157.1535;6.6329;6.7656;3.8947;3.9726;31.9437;32.5825;18.7565;19.1316;61.9285;63.1671;36.3628;37.0901;22.9967;23.4567;13.5031;13.7732;73.1766;74.6402;42.9674;43.8267;60.5622;61.7735;35.5605;36.2717;1.4936;1.5234;0.877;0.8945;150.237;153.2418;88.2152;89.9795;62.2243;63.4687;36.5364;37.2671;4.665;4.7583;2.794
28/10/2024;144.2423;248.5;;228.0;133.4403;287.6;290.6;172.7128;176.1671;162.0;164.4;95.9556;97.8747;261.8679;267.1052;153.4061;156.4742;6.6407;6.7735;3.8902;3.968;31.9381;32.5769;18.7098;19.084;62.0117;63.2519;36.3274;37.0539;23.0274;23.4879;13.4898;13.7596;73.2708;74.7362;42.9231;43.7816;60.6486;61.8616;35.5289;36.2395;1.4826;1.5123;0.8686;0.886;149.9313;152.9299;87.832;89.5886;62.3015;63.5476;36.4972;37.2271;4.6655;4.7588;2.7878
29/10/2024;144.2986;248.5;;228.0;133.3998;287.6;290.6;173.1958;176.6597;162.0;164.4;96.0256;97.9461;262.013;267.2532;153.6549;156.728;6.6359;6.7687;3.8916;3.9694;31.8712;32.5086;18.6905;19.0643;61.9207;63.1591;36.3128;37.0391;23.0488;23.5098;13.5168;13.7871;73.1507;74.6137;42.8985;43.7565;60.5623;61.7736;35.5162;36.2265;1.4804;1.51;0.8681;0.8855;149.2565;152.2417;87.53;89.2806;62.3845;63.6322;36.5848;37.3165;4.6712;4.7646;2.7942
30/10/2024;144.5332;248.5;;228.4;133.2902;287.6;290.8;173.3706;176.838;162.2;164.4;95.8021;97.7181;261.9168;267.1552;153.7001;156.7741;6.6285;6.7611;3.8898;3.9676;31.8507;32.4877;18.6909;19.0647;61.8797;63.1173;36.3127;37.039;23.0754;23.5369;13.5413;13.8121;73.3574;74.8246;43.0482;43.9092;60.5172;61.7275;35.5131;36.2234;1.4822;1.5118;0.8698;0.8872;148.6567;151.6299;87.2359;88.9806;62.4555;63.7046;36.6506;37.3836;4.6678;4.7611;2.794
31/10/2024;144.6445;248.5;;228.4;133.2208;287.6;290.8;172.6957;176.1496;162.2;164.4;95.8136;97.7299;261.54;266.7708;154.0777;157.1593;6.6084;6.7405;3.8896;3.9674;31.8117;32.4479;18.729;19.1036;61.684;62.9177;36.3088;37.035;23.0141;23.4744;13.5469;13.8178;73.0931;74.555;43.0244;43.8849;60.3244;61.5309;35.5102;36.2204;1.4773;1.5068;0.8712;0.8886;148.9557;151.9348;87.6352;89.3879;62.2488;63.4938;36.6412;37.374;4.6486;4.7416;2.7907
01/11/2024;144.7397;248.5;;228.4;133.1919;287.6;290.8;171.6429;175.0758;162.2;164.4;95.485;97.3947;261.6014;266.8335;154.0077;157.0879;6.5921;6.7239;3.8808;3.9584;31.7353;32.37;18.6829;19.0566;61.5504;62.7815;36.2354;36.9601;22.9991;23.4591;13.5398;13.8106;73.0749;74.5364;43.02;43.8804;60.1954;61.3993;35.4377;36.1465;1.4833;1.513;0.8732;0.8907;148.3118;151.2781;87.3128;89.0591;62.0728;63.3143;36.543;37.2739;4.6186;4.711;2.7734
